geometry
"POLYGON ((41.16971381399988 -8.606525921999953, 41.16971381399988 -8.605819623999952, 41.170420111999874 -8.605819623999952, 41.170420111999874 -8.606525921999953, 41.16971381399988 -8.606525921999953))"
"POLYGON ((41.16971381399988 -8.605819623999952, 41.16971381399988 -8.605113325999952, 41.170420111999874 -8.605113325999952, 41.170420111999874 -8.605819623999952, 41.16971381399988 -8.605819623999952))"
"POLYGON ((41.16971381399988 -8.605113325999952, 41.16971381399988 -8.604407027999951, 41.170420111999874 -8.604407027999951, 41.170420111999874 -8.605113325999952, 41.16971381399988 -8.605113325999952))"
"POLYGON ((41.16971381399988 -8.604407027999951, 41.16971381399988 -8.60370072999995, 41.170420111999874 -8.60370072999995, 41.170420111999874 -8.604407027999951, 41.16971381399988 -8.604407027999951))"
"POLYGON ((41.16971381399988 -8.60370072999995, 41.16971381399988 -8.60299443199995, 41.170420111999874 -8.60299443199995, 41.170420111999874 -8.60370072999995, 41.16971381399988 -8.60370072999995))"
"POLYGON ((41.16971381399988 -8.60299443199995, 41.16971381399988 -8.602288133999949, 41.170420111999874 -8.602288133999949, 41.170420111999874 -8.60299443199995, 41.16971381399988 -8.60299443199995))"
"POLYGON ((41.16971381399988 -8.602288133999949, 41.16971381399988 -8.601581835999948, 41.170420111999874 -8.601581835999948, 41.170420111999874 -8.602288133999949, 41.16971381399988 -8.602288133999949))"
"POLYGON ((41.16971381399988 -8.601581835999948, 41.16971381399988 -8.600875537999947, 41.170420111999874 -8.600875537999947, 41.170420111999874 -8.601581835999948, 41.16971381399988 -8.601581835999948))"
"POLYGON ((41.16971381399988 -8.600875537999947, 41.16971381399988 -8.600169239999946, 41.170420111999874 -8.600169239999946, 41.170420111999874 -8.600875537999947, 41.16971381399988 -8.600875537999947))"
"POLYGON ((41.16971381399988 -8.600169239999946, 41.16971381399988 -8.599462941999946, 41.170420111999874 -8.599462941999946, 41.170420111999874 -8.600169239999946, 41.16971381399988 -8.600169239999946))"
"POLYGON ((41.16971381399988 -8.599462941999946, 41.16971381399988 -8.598756643999945, 41.170420111999874 -8.598756643999945, 41.170420111999874 -8.599462941999946, 41.16971381399988 -8.599462941999946))"
"POLYGON ((41.16971381399988 -8.598756643999945, 41.16971381399988 -8.598050345999944, 41.170420111999874 -8.598050345999944, 41.170420111999874 -8.598756643999945, 41.16971381399988 -8.598756643999945))"
"POLYGON ((41.16971381399988 -8.598050345999944, 41.16971381399988 -8.597344047999943, 41.170420111999874 -8.597344047999943, 41.170420111999874 -8.598050345999944, 41.16971381399988 -8.598050345999944))"
"POLYGON ((41.16971381399988 -8.597344047999943, 41.16971381399988 -8.596637749999942, 41.170420111999874 -8.596637749999942, 41.170420111999874 -8.597344047999943, 41.16971381399988 -8.597344047999943))"
"POLYGON ((41.16971381399988 -8.596637749999942, 41.16971381399988 -8.595931451999942, 41.170420111999874 -8.595931451999942, 41.170420111999874 -8.596637749999942, 41.16971381399988 -8.596637749999942))"
"POLYGON ((41.16971381399988 -8.595931451999942, 41.16971381399988 -8.595225153999941, 41.170420111999874 -8.595225153999941, 41.170420111999874 -8.595931451999942, 41.16971381399988 -8.595931451999942))"
"POLYGON ((41.16971381399988 -8.595225153999941, 41.16971381399988 -8.59451885599994, 41.170420111999874 -8.59451885599994, 41.170420111999874 -8.595225153999941, 41.16971381399988 -8.595225153999941))"
"POLYGON ((41.16971381399988 -8.59451885599994, 41.16971381399988 -8.59381255799994, 41.170420111999874 -8.59381255799994, 41.170420111999874 -8.59451885599994, 41.16971381399988 -8.59451885599994))"
"POLYGON ((41.16971381399988 -8.59381255799994, 41.16971381399988 -8.593106259999939, 41.170420111999874 -8.593106259999939, 41.170420111999874 -8.59381255799994, 41.16971381399988 -8.59381255799994))"
"POLYGON ((41.16971381399988 -8.593106259999939, 41.16971381399988 -8.592399961999938, 41.170420111999874 -8.592399961999938, 41.170420111999874 -8.593106259999939, 41.16971381399988 -8.593106259999939))"
"POLYGON ((41.16971381399988 -8.592399961999938, 41.16971381399988 -8.591693663999937, 41.170420111999874 -8.591693663999937, 41.170420111999874 -8.592399961999938, 41.16971381399988 -8.592399961999938))"
"POLYGON ((41.16971381399988 -8.591693663999937, 41.16971381399988 -8.590987365999936, 41.170420111999874 -8.590987365999936, 41.170420111999874 -8.591693663999937, 41.16971381399988 -8.591693663999937))"
"POLYGON ((41.16971381399988 -8.590987365999936, 41.16971381399988 -8.590281067999936, 41.170420111999874 -8.590281067999936, 41.170420111999874 -8.590987365999936, 41.16971381399988 -8.590987365999936))"
"POLYGON ((41.16971381399988 -8.590281067999936, 41.16971381399988 -8.589574769999935, 41.170420111999874 -8.589574769999935, 41.170420111999874 -8.590281067999936, 41.16971381399988 -8.590281067999936))"
"POLYGON ((41.16971381399988 -8.589574769999935, 41.16971381399988 -8.588868471999934, 41.170420111999874 -8.588868471999934, 41.170420111999874 -8.589574769999935, 41.16971381399988 -8.589574769999935))"
"POLYGON ((41.16971381399988 -8.588868471999934, 41.16971381399988 -8.588162173999933, 41.170420111999874 -8.588162173999933, 41.170420111999874 -8.588868471999934, 41.16971381399988 -8.588868471999934))"
"POLYGON ((41.16971381399988 -8.588162173999933, 41.16971381399988 -8.587455875999932, 41.170420111999874 -8.587455875999932, 41.170420111999874 -8.588162173999933, 41.16971381399988 -8.588162173999933))"
"POLYGON ((41.16971381399988 -8.587455875999932, 41.16971381399988 -8.586749577999932, 41.170420111999874 -8.586749577999932, 41.170420111999874 -8.587455875999932, 41.16971381399988 -8.587455875999932))"
"POLYGON ((41.16971381399988 -8.586749577999932, 41.16971381399988 -8.586043279999931, 41.170420111999874 -8.586043279999931, 41.170420111999874 -8.586749577999932, 41.16971381399988 -8.586749577999932))"
"POLYGON ((41.16971381399988 -8.586043279999931, 41.16971381399988 -8.58533698199993, 41.170420111999874 -8.58533698199993, 41.170420111999874 -8.586043279999931, 41.16971381399988 -8.586043279999931))"
"POLYGON ((41.16971381399988 -8.58533698199993, 41.16971381399988 -8.58463068399993, 41.170420111999874 -8.58463068399993, 41.170420111999874 -8.58533698199993, 41.16971381399988 -8.58533698199993))"
"POLYGON ((41.16971381399988 -8.58463068399993, 41.16971381399988 -8.583924385999929, 41.170420111999874 -8.583924385999929, 41.170420111999874 -8.58463068399993, 41.16971381399988 -8.58463068399993))"
"POLYGON ((41.16971381399988 -8.583924385999929, 41.16971381399988 -8.583218087999928, 41.170420111999874 -8.583218087999928, 41.170420111999874 -8.583924385999929, 41.16971381399988 -8.583924385999929))"
"POLYGON ((41.16971381399988 -8.583218087999928, 41.16971381399988 -8.582511789999927, 41.170420111999874 -8.582511789999927, 41.170420111999874 -8.583218087999928, 41.16971381399988 -8.583218087999928))"
"POLYGON ((41.16971381399988 -8.582511789999927, 41.16971381399988 -8.581805491999926, 41.170420111999874 -8.581805491999926, 41.170420111999874 -8.582511789999927, 41.16971381399988 -8.582511789999927))"
"POLYGON ((41.16971381399988 -8.581805491999926, 41.16971381399988 -8.581099193999925, 41.170420111999874 -8.581099193999925, 41.170420111999874 -8.581805491999926, 41.16971381399988 -8.581805491999926))"
"POLYGON ((41.16971381399988 -8.581099193999925, 41.16971381399988 -8.580392895999925, 41.170420111999874 -8.580392895999925, 41.170420111999874 -8.581099193999925, 41.16971381399988 -8.581099193999925))"
"POLYGON ((41.16971381399988 -8.580392895999925, 41.16971381399988 -8.579686597999924, 41.170420111999874 -8.579686597999924, 41.170420111999874 -8.580392895999925, 41.16971381399988 -8.580392895999925))"
"POLYGON ((41.16971381399988 -8.579686597999924, 41.16971381399988 -8.578980299999923, 41.170420111999874 -8.578980299999923, 41.170420111999874 -8.579686597999924, 41.16971381399988 -8.579686597999924))"
"POLYGON ((41.16971381399988 -8.578980299999923, 41.16971381399988 -8.578274001999922, 41.170420111999874 -8.578274001999922, 41.170420111999874 -8.578980299999923, 41.16971381399988 -8.578980299999923))"
"POLYGON ((41.16971381399988 -8.578274001999922, 41.16971381399988 -8.577567703999922, 41.170420111999874 -8.577567703999922, 41.170420111999874 -8.578274001999922, 41.16971381399988 -8.578274001999922))"
"POLYGON ((41.170420111999874 -8.6496101, 41.170420111999874 -8.648903802, 41.17112640999987 -8.648903802, 41.17112640999987 -8.6496101, 41.170420111999874 -8.6496101))"
"POLYGON ((41.170420111999874 -8.648903802, 41.170420111999874 -8.648197503999999, 41.17112640999987 -8.648197503999999, 41.17112640999987 -8.648903802, 41.170420111999874 -8.648903802))"
"POLYGON ((41.170420111999874 -8.648197503999999, 41.170420111999874 -8.647491205999998, 41.17112640999987 -8.647491205999998, 41.17112640999987 -8.648197503999999, 41.170420111999874 -8.648197503999999))"
"POLYGON ((41.170420111999874 -8.647491205999998, 41.170420111999874 -8.646784907999997, 41.17112640999987 -8.646784907999997, 41.17112640999987 -8.647491205999998, 41.170420111999874 -8.647491205999998))"
"POLYGON ((41.170420111999874 -8.646784907999997, 41.170420111999874 -8.646078609999996, 41.17112640999987 -8.646078609999996, 41.17112640999987 -8.646784907999997, 41.170420111999874 -8.646784907999997))"
"POLYGON ((41.170420111999874 -8.646078609999996, 41.170420111999874 -8.645372311999996, 41.17112640999987 -8.645372311999996, 41.17112640999987 -8.646078609999996, 41.170420111999874 -8.646078609999996))"
"POLYGON ((41.170420111999874 -8.645372311999996, 41.170420111999874 -8.644666013999995, 41.17112640999987 -8.644666013999995, 41.17112640999987 -8.645372311999996, 41.170420111999874 -8.645372311999996))"
"POLYGON ((41.170420111999874 -8.644666013999995, 41.170420111999874 -8.643959715999994, 41.17112640999987 -8.643959715999994, 41.17112640999987 -8.644666013999995, 41.170420111999874 -8.644666013999995))"
"POLYGON ((41.170420111999874 -8.643959715999994, 41.170420111999874 -8.643253417999993, 41.17112640999987 -8.643253417999993, 41.17112640999987 -8.643959715999994, 41.170420111999874 -8.643959715999994))"
"POLYGON ((41.170420111999874 -8.643253417999993, 41.170420111999874 -8.642547119999993, 41.17112640999987 -8.642547119999993, 41.17112640999987 -8.643253417999993, 41.170420111999874 -8.643253417999993))"
"POLYGON ((41.170420111999874 -8.642547119999993, 41.170420111999874 -8.641840821999992, 41.17112640999987 -8.641840821999992, 41.17112640999987 -8.642547119999993, 41.170420111999874 -8.642547119999993))"
"POLYGON ((41.170420111999874 -8.641840821999992, 41.170420111999874 -8.641134523999991, 41.17112640999987 -8.641134523999991, 41.17112640999987 -8.641840821999992, 41.170420111999874 -8.641840821999992))"
"POLYGON ((41.170420111999874 -8.641134523999991, 41.170420111999874 -8.64042822599999, 41.17112640999987 -8.64042822599999, 41.17112640999987 -8.641134523999991, 41.170420111999874 -8.641134523999991))"
"POLYGON ((41.170420111999874 -8.64042822599999, 41.170420111999874 -8.63972192799999, 41.17112640999987 -8.63972192799999, 41.17112640999987 -8.64042822599999, 41.170420111999874 -8.64042822599999))"
"POLYGON ((41.170420111999874 -8.63972192799999, 41.170420111999874 -8.639015629999989, 41.17112640999987 -8.639015629999989, 41.17112640999987 -8.63972192799999, 41.170420111999874 -8.63972192799999))"
"POLYGON ((41.170420111999874 -8.639015629999989, 41.170420111999874 -8.638309331999988, 41.17112640999987 -8.638309331999988, 41.17112640999987 -8.639015629999989, 41.170420111999874 -8.639015629999989))"
"POLYGON ((41.170420111999874 -8.638309331999988, 41.170420111999874 -8.637603033999987, 41.17112640999987 -8.637603033999987, 41.17112640999987 -8.638309331999988, 41.170420111999874 -8.638309331999988))"
"POLYGON ((41.170420111999874 -8.637603033999987, 41.170420111999874 -8.636896735999986, 41.17112640999987 -8.636896735999986, 41.17112640999987 -8.637603033999987, 41.170420111999874 -8.637603033999987))"
"POLYGON ((41.170420111999874 -8.636896735999986, 41.170420111999874 -8.636190437999986, 41.17112640999987 -8.636190437999986, 41.17112640999987 -8.636896735999986, 41.170420111999874 -8.636896735999986))"
"POLYGON ((41.170420111999874 -8.636190437999986, 41.170420111999874 -8.635484139999985, 41.17112640999987 -8.635484139999985, 41.17112640999987 -8.636190437999986, 41.170420111999874 -8.636190437999986))"
"POLYGON ((41.170420111999874 -8.635484139999985, 41.170420111999874 -8.634777841999984, 41.17112640999987 -8.634777841999984, 41.17112640999987 -8.635484139999985, 41.170420111999874 -8.635484139999985))"
"POLYGON ((41.170420111999874 -8.634777841999984, 41.170420111999874 -8.634071543999983, 41.17112640999987 -8.634071543999983, 41.17112640999987 -8.634777841999984, 41.170420111999874 -8.634777841999984))"
"POLYGON ((41.170420111999874 -8.634071543999983, 41.170420111999874 -8.633365245999983, 41.17112640999987 -8.633365245999983, 41.17112640999987 -8.634071543999983, 41.170420111999874 -8.634071543999983))"
"POLYGON ((41.170420111999874 -8.633365245999983, 41.170420111999874 -8.632658947999982, 41.17112640999987 -8.632658947999982, 41.17112640999987 -8.633365245999983, 41.170420111999874 -8.633365245999983))"
"POLYGON ((41.170420111999874 -8.632658947999982, 41.170420111999874 -8.631952649999981, 41.17112640999987 -8.631952649999981, 41.17112640999987 -8.632658947999982, 41.170420111999874 -8.632658947999982))"
"POLYGON ((41.170420111999874 -8.631952649999981, 41.170420111999874 -8.63124635199998, 41.17112640999987 -8.63124635199998, 41.17112640999987 -8.631952649999981, 41.170420111999874 -8.631952649999981))"
"POLYGON ((41.170420111999874 -8.63124635199998, 41.170420111999874 -8.63054005399998, 41.17112640999987 -8.63054005399998, 41.17112640999987 -8.63124635199998, 41.170420111999874 -8.63124635199998))"
"POLYGON ((41.170420111999874 -8.63054005399998, 41.170420111999874 -8.629833755999979, 41.17112640999987 -8.629833755999979, 41.17112640999987 -8.63054005399998, 41.170420111999874 -8.63054005399998))"
"POLYGON ((41.170420111999874 -8.629833755999979, 41.170420111999874 -8.629127457999978, 41.17112640999987 -8.629127457999978, 41.17112640999987 -8.629833755999979, 41.170420111999874 -8.629833755999979))"
"POLYGON ((41.170420111999874 -8.629127457999978, 41.170420111999874 -8.628421159999977, 41.17112640999987 -8.628421159999977, 41.17112640999987 -8.629127457999978, 41.170420111999874 -8.629127457999978))"
"POLYGON ((41.170420111999874 -8.628421159999977, 41.170420111999874 -8.627714861999976, 41.17112640999987 -8.627714861999976, 41.17112640999987 -8.628421159999977, 41.170420111999874 -8.628421159999977))"
"POLYGON ((41.170420111999874 -8.627714861999976, 41.170420111999874 -8.627008563999976, 41.17112640999987 -8.627008563999976, 41.17112640999987 -8.627714861999976, 41.170420111999874 -8.627714861999976))"
"POLYGON ((41.170420111999874 -8.627008563999976, 41.170420111999874 -8.626302265999975, 41.17112640999987 -8.626302265999975, 41.17112640999987 -8.627008563999976, 41.170420111999874 -8.627008563999976))"
"POLYGON ((41.170420111999874 -8.626302265999975, 41.170420111999874 -8.625595967999974, 41.17112640999987 -8.625595967999974, 41.17112640999987 -8.626302265999975, 41.170420111999874 -8.626302265999975))"
"POLYGON ((41.170420111999874 -8.625595967999974, 41.170420111999874 -8.624889669999973, 41.17112640999987 -8.624889669999973, 41.17112640999987 -8.625595967999974, 41.170420111999874 -8.625595967999974))"
"POLYGON ((41.170420111999874 -8.624889669999973, 41.170420111999874 -8.624183371999973, 41.17112640999987 -8.624183371999973, 41.17112640999987 -8.624889669999973, 41.170420111999874 -8.624889669999973))"
"POLYGON ((41.170420111999874 -8.624183371999973, 41.170420111999874 -8.623477073999972, 41.17112640999987 -8.623477073999972, 41.17112640999987 -8.624183371999973, 41.170420111999874 -8.624183371999973))"
"POLYGON ((41.170420111999874 -8.623477073999972, 41.170420111999874 -8.622770775999971, 41.17112640999987 -8.622770775999971, 41.17112640999987 -8.623477073999972, 41.170420111999874 -8.623477073999972))"
"POLYGON ((41.170420111999874 -8.622770775999971, 41.170420111999874 -8.62206447799997, 41.17112640999987 -8.62206447799997, 41.17112640999987 -8.622770775999971, 41.170420111999874 -8.622770775999971))"
"POLYGON ((41.170420111999874 -8.62206447799997, 41.170420111999874 -8.62135817999997, 41.17112640999987 -8.62135817999997, 41.17112640999987 -8.62206447799997, 41.170420111999874 -8.62206447799997))"
